Province,SC01,SC02,SC03,SC04,SC05,SC06,SC07,SC08,SC09,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28
P17,0.89,0.74,0.84,0.5,0.77,0.42,0.61,0.77,0.65,0.55,0.68,0.78,0.86,0.87,0.57,0.69,0.68,0.81,0.75,0.64,0.62,0.63,0.58,0.76,0.66,0.86,0.77,0.65
P18,0.75,0.68,0.7,0.71,0.93,0.74,0.7,0.73,0.65,0.7,0.72,0.74,0.9,0.87,0.8,0.74,0.58,0.9,0.82,0.76,0.61,0.77,0.51,0.69,0.75,0.78,0.68,0.61
P19,0.78,0.67,0.71,0.61,0.77,0.68,0.8,0.78,0.58,0.57,0.72,0.75,0.67,0.87,0.65,0.69,0.74,0.77,0.83,0.8,0.68,0.63,0.63,0.82,0.69,0.79,0.68,0.63
P20,0.56,0.89,0.78,0.65,1.0,0.47,0.82,0.91,0.53,0.54,0.79,0.71,0.58,0.67,0.7,0.75,0.55,0.75,0.67,0.73,0.66,0.54,0.68,0.82,0.72,0.88,0.64,0.61
P21,0.67,0.64,0.82,0.6,0.83,0.69,0.82,0.89,0.59,0.62,0.87,0.8,0.68,0.74,0.56,0.68,0.6,0.84,0.76,0.58,0.68,0.71,0.65,0.98,0.84,0.86,0.73,0.63
P22,0.55,0.7,0.67,0.51,0.63,0.56,0.86,0.84,0.56,0.6,0.77,0.68,0.74,0.74,0.52,0.61,0.49,0.72,0.68,0.67,0.62,0.65,0.6,0.66,0.84,0.78,0.66,0.61
P23,0.63,0.63,0.68,0.68,0.73,0.7,0.83,0.77,0.5,0.54,0.85,0.85,0.81,0.73,0.49,0.57,0.55,0.71,0.68,0.67,0.64,0.7,0.61,0.69,0.64,0.68,0.62,0.67
P24,0.57,0.61,0.57,0.51,0.92,0.56,0.78,0.62,0.62,0.61,0.84,0.85,0.83,0.87,0.68,0.75,0.75,0.83,0.76,0.65,0.73,0.68,0.57,0.71,0.84,0.86,0.74,0.69
P25,0.8,0.73,0.85,0.55,0.83,0.62,0.8,0.84,0.58,0.75,0.77,0.71,0.76,0.75,0.71,0.73,0.53,0.75,0.84,0.58,0.49,0.69,0.61,0.85,0.91,0.88,0.74,0.6
P26,0.67,0.67,0.72,0.61,0.97,0.79,0.75,0.86,0.79,0.61,0.91,0.87,0.89,0.85,0.72,0.75,0.6,0.83,0.86,0.81,0.6,0.69,0.79,1.0,0.9,0.93,0.9,0.66
P27,0.66,0.63,0.69,0.63,0.85,0.56,0.85,0.93,0.72,0.53,0.81,0.83,0.77,0.71,0.71,0.58,0.43,0.83,0.73,0.6,0.56,0.66,1.0,0.74,0.82,0.63,0.72,0.7
P28,0.72,0.69,0.71,0.7,0.9,0.55,0.99,0.79,0.54,0.69,0.72,0.72,0.9,0.94,0.72,0.68,0.77,0.88,0.99,0.59,0.67,0.69,0.72,0.94,0.57,0.76,0.83,0.63
P29,0.9,0.79,0.76,0.6,0.95,0.53,0.97,0.68,0.64,0.69,0.85,0.71,0.8,0.91,0.65,0.68,0.59,0.63,0.84,0.7,0.65,0.67,0.87,0.8,0.74,0.82,0.74,0.59
P30,0.63,0.58,0.57,0.59,0.53,0.63,0.68,0.78,0.61,0.5,0.66,0.85,0.65,0.74,0.59,0.66,0.47,0.71,0.77,0.49,0.57,0.65,0.43,0.69,0.71,0.87,0.65,0.39
P31,0.75,0.78,0.76,0.56,0.69,0.58,0.87,0.73,0.74,0.72,0.78,0.7,0.78,0.85,0.58,0.54,0.71,0.87,0.81,0.71,0.65,0.76,0.8,0.77,0.85,0.78,0.67,0.62
P32,0.73,0.64,0.65,0.68,0.7,0.68,0.84,0.83,0.5,0.51,0.74,0.76,0.9,0.62,0.58,0.58,0.55,0.83,0.63,0.52,0.6,0.72,0.58,0.68,0.67,0.79,0.65,0.58
P33,0.62,0.57,0.69,0.51,0.62,0.4,0.97,0.71,0.56,0.54,0.84,0.75,0.94,0.77,0.52,0.62,0.51,0.56,0.63,0.54,0.61,0.57,0.8,0.58,0.75,0.8,0.7,0.67
P34,0.87,0.96,0.79,0.72,0.91,0.72,1.0,0.87,0.75,0.76,0.6,0.88,0.9,0.91,0.81,0.74,0.81,0.84,0.88,0.65,0.65,0.72,0.8,0.98,0.65,0.94,0.83,0.61
P35,0.84,0.79,0.84,0.7,1.0,0.92,0.92,0.9,0.74,0.85,0.92,0.95,0.82,0.89,0.75,0.93,0.77,0.81,0.77,0.74,0.66,0.69,0.76,0.79,0.92,0.95,0.68,0.8
P36,0.68,0.74,0.84,0.82,0.72,0.82,0.98,0.66,0.65,0.79,0.84,0.83,0.9,0.86,0.62,0.8,0.77,1.0,0.75,0.75,0.66,0.76,0.88,0.8,0.7,0.91,0.72,0.8
P37,0.58,0.73,0.84,0.6,0.71,0.6,0.72,0.7,0.57,0.55,0.57,0.51,0.85,0.75,0.54,0.69,0.53,0.68,0.64,0.62,0.7,0.55,0.69,0.74,0.73,0.68,0.56,0.59
P38,0.51,0.62,0.67,0.45,0.71,0.54,0.71,0.7,0.5,0.6,0.7,0.7,0.71,0.74,0.67,0.51,0.66,0.63,0.67,0.62,0.57,0.78,0.67,0.59,0.76,0.6,0.68,0.57
P39,0.63,0.52,0.82,0.64,0.71,0.61,0.95,0.9,0.53,0.74,1.0,0.87,0.67,0.77,0.69,0.74,0.69,0.83,1.0,0.79,0.7,0.68,0.54,0.79,0.85,0.71,0.89,0.59
P40,0.69,0.66,0.7,0.58,0.84,0.59,0.92,0.8,0.58,0.52,0.87,0.83,0.94,0.88,0.51,0.78,0.47,0.83,0.81,0.71,0.55,0.71,0.66,0.63,0.81,0.72,0.72,0.49
P41,0.54,0.64,0.73,0.67,0.72,0.44,0.91,0.84,0.49,0.57,0.66,0.69,0.77,0.79,0.55,0.6,0.69,0.71,0.72,0.57,0.59,0.66,0.53,0.71,0.75,0.78,0.56,0.63
P42,0.69,0.71,0.81,0.56,0.76,0.45,0.85,0.87,0.71,0.56,0.76,0.87,0.64,1.0,0.63,0.68,0.62,1.0,0.72,0.69,0.63,0.54,0.66,0.71,0.84,0.81,0.6,0.53
P43,0.85,0.58,0.71,0.4,0.74,0.66,0.7,0.69,0.63,0.54,0.66,0.62,0.66,0.63,0.63,0.56,0.61,0.7,0.81,0.58,0.5,0.56,0.7,0.59,0.63,0.82,0.76,0.49
P44,0.93,0.74,0.83,0.83,0.95,0.74,0.96,0.97,0.65,0.78,0.98,0.83,0.9,0.74,0.71,0.78,0.76,0.92,1.0,0.79,0.79,0.8,0.86,0.9,0.95,1.0,0.73,0.64
P45,0.62,0.59,0.71,0.68,0.69,0.62,0.79,0.85,0.6,0.41,0.78,0.69,0.78,0.72,0.77,0.65,0.48,0.72,0.72,0.78,0.46,0.62,0.63,0.81,0.65,0.9,0.62,0.58
P46,0.74,0.55,0.78,0.6,0.85,0.65,0.74,0.74,0.62,0.77,0.91,0.86,0.88,0.84,0.71,0.73,0.61,0.7,0.9,0.72,0.69,0.71,0.88,0.77,0.9,0.88,0.76,0.7
P47,0.6,0.68,0.77,0.75,0.78,0.55,0.93,0.71,0.87,0.69,0.67,0.86,0.73,0.76,0.48,0.65,0.58,0.76,0.59,0.65,0.65,0.64,0.64,0.6,0.78,0.87,0.62,0.59
P48,0.79,0.74,0.78,0.74,0.71,0.67,0.82,0.77,0.6,0.69,0.9,0.87,0.95,0.82,0.61,0.54,0.71,0.8,0.75,0.6,0.83,0.77,0.65,0.7,0.78,0.77,0.7,0.71
P49,0.41,0.57,0.56,0.58,0.84,0.37,0.72,0.7,0.6,0.26,0.57,0.56,0.79,0.67,0.42,0.75,0.48,0.78,0.59,0.58,0.45,0.49,0.41,0.64,0.55,0.7,0.6,0.38
P50,0.36,0.48,0.41,0.46,0.56,0.52,0.56,0.66,0.41,0.32,0.55,0.71,0.62,0.74,0.38,0.5,0.36,0.56,0.61,0.47,0.5,0.41,0.28,0.42,0.41,0.54,0.49,0.42
P51,0.49,0.66,0.9,0.61,0.76,0.59,0.76,0.72,0.47,0.66,0.79,0.64,0.75,0.66,0.72,0.69,0.58,0.82,0.61,0.62,0.57,0.48,0.66,0.73,0.66,0.71,0.68,0.47
P52,0.53,0.64,0.66,0.54,0.87,0.54,0.63,0.68,0.54,0.56,0.89,0.6,0.59,0.75,0.46,0.74,0.32,0.8,0.79,0.52,0.45,0.43,0.66,0.7,0.83,0.66,0.61,0.44
P53,0.56,0.78,0.78,0.64,0.62,0.62,0.71,0.87,0.51,0.69,0.87,0.64,0.74,0.82,0.42,0.52,0.55,0.65,0.77,0.56,0.49,0.55,0.49,0.64,0.84,0.83,0.67,0.64
P54,0.52,0.69,0.66,0.49,0.68,0.71,0.81,0.82,0.5,0.51,0.62,0.66,0.85,0.65,0.53,0.72,0.54,0.97,0.56,0.49,0.62,0.47,0.65,0.64,0.76,0.93,0.73,0.51
P55,0.5,0.61,0.49,0.5,0.77,0.45,0.67,0.51,0.43,0.34,0.84,0.7,0.65,0.54,0.43,0.67,0.46,0.65,0.87,0.58,0.37,0.74,0.42,0.51,0.57,0.66,0.49,0.49
P56,0.64,0.73,0.65,0.58,0.74,0.59,0.74,0.78,0.62,0.54,0.77,0.78,0.81,0.68,0.59,0.59,0.69,0.69,0.74,0.65,0.53,0.78,0.53,0.75,0.61,0.75,0.62,0.61
P57,0.36,0.36,0.55,0.28,0.5,0.25,0.5,0.46,0.42,0.36,0.48,0.43,0.47,0.38,0.18,0.38,0.55,0.58,0.51,0.47,0.2,0.47,0.62,0.56,0.35,0.53,0.5,0.54
P58,0.35,0.32,0.47,0.35,0.54,0.34,0.64,0.48,0.46,0.38,0.59,0.46,0.54,0.46,0.48,0.46,0.28,0.57,0.31,0.32,0.28,0.35,0.48,0.59,0.44,0.44,0.49,0.42
P59,0.37,0.45,0.47,0.22,0.44,0.27,0.79,0.64,0.32,0.27,0.47,0.47,0.45,0.49,0.36,0.48,0.28,0.54,0.43,0.33,0.35,0.51,0.41,0.66,0.44,0.6,0.35,0.37
P60,0.49,0.47,0.34,0.4,0.55,0.43,0.76,0.68,0.45,0.38,0.6,0.5,0.69,0.5,0.44,0.37,0.52,0.63,0.57,0.21,0.5,0.49,0.48,0.59,0.7,0.46,0.46,0.45
P61,0.39,0.63,0.51,0.4,0.61,0.47,0.67,0.7,0.5,0.4,0.48,0.54,0.64,0.58,0.43,0.54,0.47,0.53,0.69,0.41,0.43,0.39,0.41,0.5,0.5,0.6,0.52,0.26
P62,0.5,0.36,0.54,0.35,0.53,0.43,0.62,0.55,0.56,0.47,0.57,0.5,0.45,0.56,0.28,0.35,0.46,0.56,0.44,0.39,0.38,0.31,0.53,0.53,0.62,0.46,0.44,0.51
P63,0.48,0.64,0.64,0.54,0.77,0.39,0.78,0.59,0.35,0.59,0.54,0.69,0.97,0.75,0.54,0.67,0.5,0.67,0.7,0.66,0.62,0.49,0.79,0.7,0.66,0.71,0.64,0.59
