Province,SC01,SC02,SC03,SC04,SC05,SC06,SC07,SC08,SC09,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28
P11,0.77,0.85,0.83,0.66,0.95,0.8,0.95,0.77,0.7,0.58,0.82,0.89,0.78,0.92,0.82,0.84,0.7,0.97,0.72,0.78,0.63,0.7,0.77,0.88,0.9,0.88,0.84,0.62
P12,0.92,1.0,1.0,0.91,1.0,0.81,1.0,1.0,0.8,0.64,1.0,1.0,1.0,1.0,0.9,0.98,0.79,1.0,1.0,0.89,0.98,0.96,0.77,0.84,0.87,0.98,0.94,0.86
P13,0.91,0.87,0.92,0.83,0.99,0.89,0.99,1.0,0.95,0.82,1.0,1.0,0.85,0.9,0.82,0.94,0.88,1.0,0.86,1.0,0.86,0.96,0.94,1.0,1.0,0.93,0.99,0.67
P14,0.82,0.72,1.0,0.75,0.92,0.75,1.0,0.92,0.78,0.69,0.97,1.0,0.79,1.0,0.74,0.82,0.67,0.8,0.84,0.83,0.74,0.85,0.85,0.83,0.93,0.84,0.84,0.84
P15,0.72,0.84,0.88,0.87,0.97,0.94,0.88,0.92,0.73,0.68,0.91,1.0,0.81,0.7,0.64,0.93,0.56,0.99,0.81,0.82,0.46,0.85,0.71,0.84,0.89,1.0,0.83,0.76
P16,0.84,0.84,0.99,0.91,0.8,0.81,0.91,0.8,0.83,0.85,0.94,0.84,1.0,1.0,0.94,0.95,0.64,1.0,0.76,0.91,1.0,0.8,0.76,0.87,0.87,0.86,0.83,0.86
P17,0.59,0.54,0.86,0.78,0.63,0.58,0.77,0.83,0.72,0.58,0.76,0.82,0.78,0.58,0.58,0.65,0.54,0.7,0.68,0.56,0.67,0.69,0.7,0.81,0.54,0.67,0.52,0.65
P18,0.7,0.77,0.71,0.56,0.87,0.53,0.83,0.78,0.76,0.59,0.77,0.77,0.78,0.72,0.63,0.64,0.51,0.75,0.7,0.64,0.53,0.58,0.69,0.75,0.7,0.93,0.74,0.61
P19,0.56,0.74,0.53,0.71,0.82,0.6,0.68,0.86,0.7,0.56,0.88,0.73,0.78,0.94,0.63,0.49,0.77,0.87,0.71,0.58,0.46,0.64,0.54,0.77,0.82,0.73,0.78,0.55
P20,0.74,0.62,0.49,0.61,0.6,0.47,0.88,0.81,0.7,0.47,0.7,0.68,0.68,0.83,0.65,0.59,0.73,0.69,0.72,0.62,0.62,0.6,0.62,0.81,0.76,0.67,0.54,0.63
P21,0.71,0.63,0.67,0.7,0.92,0.69,1.0,0.75,0.65,0.67,0.94,0.88,0.8,0.71,0.67,0.77,0.58,0.85,0.92,0.86,0.59,0.59,0.85,0.74,0.84,0.67,0.9,0.52
P22,0.6,0.67,0.56,0.52,0.66,0.43,0.89,0.79,0.53,0.5,0.61,0.6,0.66,0.75,0.55,0.45,0.56,0.86,0.54,0.65,0.57,0.74,0.61,0.75,0.69,0.74,0.62,0.48
P23,0.73,0.6,0.66,0.68,0.81,0.58,0.75,0.81,0.34,0.6,0.76,0.74,0.77,0.73,0.57,0.67,0.51,0.84,0.77,0.73,0.53,0.64,0.53,0.65,0.85,0.9,0.83,0.64
P24,0.84,0.74,0.8,0.65,0.8,0.64,0.74,0.75,0.58,0.46,0.76,0.7,0.9,0.67,0.5,0.77,0.64,0.57,0.75,0.62,0.85,0.81,0.62,0.79,0.63,0.81,0.77,0.64
P25,0.77,0.52,0.71,0.64,0.87,0.47,0.88,0.72,0.72,0.43,0.71,0.76,0.75,0.9,0.69,0.57,0.57,0.99,0.73,0.77,0.55,0.76,0.69,0.81,0.86,0.86,0.92,0.59
P26,0.73,0.75,0.82,0.79,0.84,0.68,0.9,0.79,0.69,0.75,0.97,0.81,0.72,0.91,0.71,0.71,0.65,0.76,0.86,0.71,0.78,0.66,0.69,1.0,0.9,0.9,0.64,0.78
P27,0.71,0.61,0.74,0.42,0.85,0.59,0.84,0.81,0.67,0.58,0.86,0.72,0.83,0.61,0.56,0.76,0.73,0.67,0.84,0.76,0.54,0.71,0.73,0.73,0.72,0.6,0.6,0.59
P28,0.78,0.51,0.79,0.65,0.87,0.49,0.75,0.81,0.65,0.7,0.69,0.81,0.73,0.81,0.59,0.6,0.66,0.79,0.61,0.55,0.58,0.64,0.65,0.88,0.68,0.65,0.85,0.69
P29,0.73,0.76,0.66,0.65,0.84,0.75,0.81,0.72,0.71,0.69,0.7,0.73,0.64,0.76,0.62,0.71,0.73,0.81,0.89,0.5,0.62,0.61,0.82,0.87,0.86,0.76,0.77,0.48
P30,0.7,0.65,0.57,0.5,0.57,0.57,0.7,0.67,0.61,0.55,0.72,0.74,0.75,0.63,0.64,0.35,0.6,0.79,0.74,0.5,0.57,0.49,0.56,0.56,0.82,0.61,0.73,0.58
P31,0.69,0.65,0.7,0.57,0.87,0.54,0.81,0.75,0.66,0.69,0.96,0.73,1.0,0.9,0.57,0.69,0.67,0.81,0.81,0.77,0.76,0.87,0.73,0.64,0.72,0.9,0.8,0.62
P32,0.54,0.64,0.6,0.56,0.85,0.43,0.8,0.74,0.53,0.52,0.72,0.9,0.84,0.8,0.46,0.49,0.49,0.74,0.71,0.67,0.57,0.57,0.52,0.83,0.67,0.75,0.72,0.53
P33,0.66,0.67,0.45,0.59,0.71,0.49,0.77,0.77,0.62,0.56,0.79,0.76,0.68,0.63,0.45,0.69,0.34,0.79,0.53,0.7,0.37,0.58,0.53,0.46,0.56,0.87,0.62,0.5
P34,0.86,0.62,0.84,0.78,0.96,0.8,0.84,0.92,0.92,0.76,0.7,0.95,0.98,0.86,0.62,0.91,0.7,0.84,0.93,0.71,0.57,0.89,0.69,0.97,0.77,0.88,0.89,0.8
P35,0.73,0.79,0.77,0.76,0.98,0.82,0.85,0.98,0.82,0.74,0.86,0.87,0.91,0.84,0.71,0.81,0.68,1.0,0.91,0.96,0.75,0.76,0.77,0.92,0.73,0.9,0.89,0.75
P36,0.65,0.78,0.78,0.71,0.9,0.71,1.0,0.82,0.69,0.57,1.0,0.75,0.89,0.79,0.6,0.83,0.57,0.97,0.86,0.8,0.66,0.81,0.94,1.0,0.83,0.93,0.64,0.68
P37,0.58,0.65,0.63,0.67,0.83,0.52,0.62,0.75,0.6,0.47,0.82,0.65,0.81,0.76,0.59,0.58,0.54,0.78,0.76,0.85,0.4,0.62,0.91,0.59,0.84,0.83,0.86,0.66
P38,0.56,0.53,0.48,0.51,0.62,0.46,0.79,0.67,0.61,0.47,0.6,0.6,0.51,0.62,0.52,0.58,0.47,0.78,0.71,0.58,0.63,0.69,0.58,0.67,0.71,0.64,0.53,0.61
P39,0.72,0.86,0.71,0.81,0.82,0.64,0.97,0.78,0.7,0.76,0.87,0.84,0.87,0.72,0.68,0.76,0.78,0.86,0.98,0.7,0.64,0.83,0.65,0.74,0.83,0.93,0.76,0.62
P40,0.67,0.66,0.68,0.51,0.86,0.54,0.95,0.67,0.72,0.56,0.77,0.91,0.87,0.75,0.6,0.68,0.67,0.79,0.81,0.77,0.56,0.59,0.57,0.7,0.77,0.75,0.65,0.65
P41,0.45,0.47,0.77,0.59,0.49,0.63,0.83,0.73,0.81,0.5,0.62,0.83,0.71,0.68,0.53,0.58,0.46,0.76,0.65,0.57,0.55,0.52,0.63,0.64,0.73,0.86,0.58,0.5
P42,0.65,0.75,0.77,0.48,0.81,0.66,0.76,0.82,0.52,0.69,0.86,0.85,0.57,0.66,0.69,0.97,0.7,0.89,0.78,0.66,0.6,0.67,0.51,0.85,0.81,0.84,0.63,0.53
P43,0.73,0.52,0.71,0.46,0.72,0.47,0.9,0.67,0.54,0.4,0.69,0.54,0.74,0.77,0.59,0.52,0.54,0.79,0.71,0.5,0.43,0.68,0.55,0.76,0.74,0.72,0.69,0.5
P44,0.76,0.8,0.93,0.71,0.82,0.53,0.96,0.9,0.76,0.58,0.74,0.76,0.78,1.0,0.72,0.88,0.77,0.84,0.89,0.84,0.72,0.83,0.73,0.76,1.0,1.0,0.76,0.73
P45,0.65,0.56,0.78,0.62,0.59,0.36,0.84,0.83,0.56,0.43,0.73,0.67,0.65,0.84,0.63,0.82,0.58,0.76,0.72,0.56,0.62,0.53,0.63,0.8,0.8,0.69,0.76,0.77
P46,0.79,0.7,0.7,0.87,0.78,0.74,0.85,0.84,0.51,0.75,0.81,0.71,0.81,0.71,0.49,0.84,0.61,0.75,0.7,0.85,0.5,0.65,0.81,0.75,0.7,0.75,0.71,0.65
P47,0.6,0.55,0.68,0.62,0.73,0.5,0.79,0.66,0.53,0.44,0.62,0.76,0.63,1.0,0.52,0.71,0.69,0.82,0.77,0.69,0.68,0.65,0.54,0.72,0.81,0.88,0.64,0.57
P48,0.57,0.67,0.8,0.65,0.78,0.68,0.95,0.86,0.67,0.6,1.0,0.72,0.7,0.91,0.53,0.66,0.53,1.0,0.7,0.58,0.71,0.82,0.68,0.84,0.69,0.91,0.64,0.58
P49,0.5,0.45,0.68,0.47,0.72,0.35,0.66,0.59,0.37,0.47,0.44,0.68,0.56,0.68,0.42,0.61,0.48,0.68,0.56,0.54,0.45,0.36,0.44,0.55,0.45,0.81,0.54,0.48
P50,0.57,0.4,0.52,0.33,0.59,0.3,0.58,0.52,0.5,0.34,0.67,0.72,0.56,0.62,0.31,0.37,0.51,0.56,0.43,0.37,0.48,0.28,0.47,0.59,0.33,0.66,0.31,0.36
P51,0.67,0.57,0.69,0.75,0.83,0.5,0.8,0.84,0.44,0.54,0.78,0.8,0.64,0.85,0.61,0.66,0.53,0.73,0.6,0.61,0.48,0.77,0.76,0.82,0.82,0.78,0.75,0.54
P52,0.6,0.64,0.51,0.7,0.77,0.52,0.75,0.55,0.47,0.52,0.68,0.71,0.67,0.7,0.48,0.56,0.41,0.71,0.62,0.5,0.54,0.72,0.61,0.74,0.75,0.66,0.63,0.46
P53,0.62,0.71,0.81,0.64,0.72,0.58,0.9,0.79,0.52,0.53,0.89,0.64,0.78,0.79,0.65,0.68,0.56,0.86,0.71,0.54,0.62,0.66,0.63,0.6,0.78,0.8,0.65,0.39
P54,0.56,0.55,0.75,0.54,0.59,0.41,0.85,0.71,0.63,0.57,0.76,0.77,0.66,0.85,0.48,0.59,0.55,0.66,0.63,0.64,0.57,0.73,0.8,0.74,0.52,0.65,0.49,0.58
P55,0.42,0.61,0.47,0.44,0.44,0.48,0.81,0.73,0.51,0.37,0.64,0.58,0.59,0.7,0.58,0.62,0.66,0.72,0.53,0.53,0.5,0.48,0.4,0.62,0.53,0.55,0.49,0.44
P56,0.57,0.75,0.78,0.56,0.83,0.55,0.93,0.82,0.43,0.59,0.85,0.63,0.75,0.84,0.59,0.35,0.65,0.82,0.68,0.71,0.52,0.54,0.64,0.78,0.74,0.71,0.47,0.45
P57,0.42,0.3,0.46,0.51,0.57,0.36,0.63,0.57,0.22,0.16,0.53,0.38,0.51,0.45,0.44,0.42,0.29,0.51,0.34,0.39,0.23,0.4,0.39,0.69,0.53,0.43,0.34,0.33
P58,0.48,0.41,0.6,0.32,0.5,0.39,0.52,0.41,0.31,0.16,0.69,0.57,0.49,0.66,0.33,0.39,0.4,0.56,0.32,0.52,0.45,0.5,0.34,0.58,0.55,0.68,0.45,0.34
P59,0.26,0.35,0.24,0.22,0.52,0.45,0.5,0.47,0.28,0.37,0.55,0.58,0.42,0.64,0.33,0.4,0.32,0.55,0.53,0.34,0.4,0.44,0.31,0.48,0.44,0.69,0.46,0.16
P60,0.48,0.6,0.58,0.52,0.56,0.34,0.65,0.63,0.54,0.36,0.49,0.58,0.51,0.54,0.43,0.41,0.34,0.61,0.43,0.43,0.26,0.44,0.49,0.54,0.55,0.62,0.42,0.28
P61,0.58,0.53,0.6,0.39,0.6,0.51,0.49,0.62,0.38,0.41,0.51,0.72,0.64,0.67,0.4,0.53,0.37,0.69,0.55,0.48,0.47,0.38,0.5,0.63,0.53,0.59,0.43,0.5
P62,0.55,0.54,0.6,0.28,0.83,0.42,0.6,0.55,0.55,0.33,0.44,0.5,0.5,0.44,0.38,0.55,0.36,0.6,0.59,0.51,0.28,0.42,0.43,0.47,0.53,0.54,0.54,0.4
P63,0.54,0.68,0.64,0.54,0.78,0.49,0.81,0.7,0.58,0.41,0.64,0.69,0.9,0.67,0.46,0.52,0.53,0.71,0.58,0.54,0.51,0.49,0.54,0.55,0.78,0.68,0.62,0.58
