Province,SC01,SC02,SC03,SC04,SC05,SC06,SC07,SC08,SC09,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28
P29,0.59,0.73,0.86,0.67,0.85,0.55,1.0,0.79,0.61,0.52,0.75,0.83,0.83,1.0,0.54,0.82,0.74,0.82,0.79,0.78,0.56,0.56,0.67,0.73,0.87,0.78,0.73,0.71
P30,0.62,0.53,0.66,0.5,0.58,0.53,0.8,0.72,0.67,0.4,0.81,0.8,0.68,0.65,0.58,0.61,0.5,0.84,0.57,0.52,0.41,0.6,0.7,0.65,0.54,0.69,0.69,0.51
P31,0.69,0.73,0.69,0.67,0.84,0.65,0.84,0.73,0.79,0.64,0.82,0.84,0.74,0.82,0.58,0.6,0.46,0.84,0.78,0.73,0.56,0.67,0.68,0.8,1.0,0.77,0.74,0.59
P32,0.59,0.62,0.75,0.58,0.77,0.59,0.75,0.68,0.64,0.43,0.75,0.65,0.75,0.64,0.42,0.71,0.65,0.59,0.7,0.67,0.51,0.54,0.75,0.7,0.7,0.77,0.6,0.64
P33,0.62,0.52,0.68,0.56,0.77,0.59,0.65,0.65,0.57,0.43,0.67,0.66,0.87,0.74,0.54,0.64,0.56,0.56,0.62,0.59,0.46,0.58,0.54,0.55,0.76,0.78,0.51,0.47
P34,0.73,0.76,0.69,0.59,0.82,0.66,0.87,0.83,0.69,0.64,1.0,0.58,0.98,0.96,0.83,0.7,0.68,1.0,0.79,0.73,0.66,0.9,0.82,0.98,0.98,0.9,0.72,0.7
P35,0.74,0.78,0.89,0.77,0.83,0.62,0.96,0.79,0.61,0.6,0.8,0.88,0.89,0.78,0.66,0.87,0.62,0.81,0.84,0.8,0.79,0.78,0.88,0.79,0.84,0.86,0.87,0.58
P36,0.71,0.78,0.84,0.61,0.89,0.49,0.99,0.88,0.64,0.71,0.72,0.77,0.86,0.85,0.64,0.72,0.77,0.87,0.88,0.67,0.61,0.77,0.7,0.76,0.73,1.0,0.52,0.69
P37,0.6,0.46,0.6,0.84,0.68,0.4,0.72,0.8,0.54,0.47,0.78,0.66,0.71,0.56,0.63,0.59,0.6,0.73,0.86,0.67,0.47,0.53,0.56,0.61,0.8,0.85,0.76,0.64
P38,0.4,0.46,0.82,0.52,0.6,0.58,0.77,0.87,0.68,0.36,0.75,0.66,0.69,0.76,0.54,0.59,0.55,0.67,0.66,0.44,0.57,0.57,0.56,0.74,0.58,0.58,0.49,0.49
P39,0.7,0.73,0.76,0.78,0.8,0.54,0.87,0.78,0.55,0.81,0.74,0.68,0.71,0.7,0.67,0.62,0.62,0.79,0.82,0.73,0.6,0.62,0.64,0.7,0.89,0.88,0.73,0.83
P40,0.71,0.6,0.71,0.51,0.91,0.63,0.91,0.76,0.59,0.5,0.82,0.64,0.79,0.88,0.61,0.65,0.56,0.87,0.7,0.69,0.56,0.74,0.63,0.75,0.66,0.75,0.68,0.58
P41,0.57,0.58,0.71,0.63,0.71,0.78,0.74,0.72,0.59,0.53,0.65,0.59,0.75,0.65,0.45,0.68,0.53,0.7,0.67,0.6,0.46,0.68,0.63,0.76,0.62,0.83,0.54,0.52
P42,0.64,0.51,0.73,0.54,0.64,0.51,0.95,0.73,0.64,0.51,0.82,0.59,0.65,0.77,0.44,0.49,0.72,0.7,0.8,0.61,0.59,0.62,0.84,1.0,0.96,0.83,0.77,0.55
P43,0.48,0.72,0.7,0.6,0.71,0.51,0.87,0.66,0.51,0.44,0.77,0.62,0.6,0.56,0.48,0.61,0.4,0.84,0.34,0.46,0.63,0.49,0.66,0.71,0.47,0.8,0.64,0.6
P44,0.67,0.65,0.79,0.72,0.84,0.65,0.89,0.91,0.65,0.56,1.0,0.77,0.69,0.8,0.7,0.7,0.72,0.83,0.98,0.58,0.78,0.8,0.78,1.0,0.82,0.85,0.75,0.75
P45,0.64,0.62,0.78,0.51,0.65,0.65,0.57,0.78,0.62,0.53,0.79,0.79,0.7,0.74,0.56,0.67,0.58,0.8,0.7,0.72,0.58,0.63,0.65,0.89,0.67,0.64,0.67,0.79
P46,0.67,0.62,0.75,0.74,0.77,0.57,0.84,0.8,0.65,0.55,0.75,0.71,0.8,0.65,0.63,0.83,0.64,0.77,0.75,0.62,0.58,0.6,0.62,0.9,0.69,1.0,0.72,0.83
P47,0.68,0.7,0.82,0.63,0.86,0.54,0.83,0.83,0.72,0.53,0.7,0.76,0.74,0.75,0.59,0.79,0.64,0.88,0.73,0.57,0.6,0.59,0.56,0.58,0.77,0.71,0.64,0.58
P48,0.67,0.72,0.51,0.45,0.71,0.51,0.82,0.8,0.63,0.53,0.7,0.7,0.75,0.75,0.77,0.8,0.51,0.84,0.54,0.56,0.74,0.8,0.71,0.86,0.76,0.82,0.8,0.59
P49,0.54,0.56,0.64,0.53,0.75,0.4,0.52,0.58,0.61,0.48,0.54,0.57,0.44,0.49,0.38,0.59,0.54,0.58,0.79,0.58,0.48,0.49,0.49,0.6,0.68,0.82,0.55,0.27
P50,0.36,0.43,0.21,0.25,0.53,0.25,0.6,0.44,0.4,0.35,0.57,0.44,0.18,0.42,0.34,0.59,0.16,0.63,0.57,0.37,0.44,0.37,0.46,0.5,0.56,0.49,0.42,0.34
P51,0.64,0.65,0.71,0.43,0.7,0.56,0.75,0.86,0.54,0.43,0.8,0.84,0.64,0.86,0.57,0.7,0.53,0.76,0.82,0.63,0.56,0.53,0.54,0.65,0.76,0.76,0.58,0.58
P52,0.76,0.5,0.68,0.73,0.65,0.62,0.81,0.55,0.48,0.54,0.74,0.58,0.52,0.66,0.5,0.53,0.52,0.71,0.58,0.46,0.38,0.48,0.54,0.68,0.61,0.77,0.58,0.6
P53,0.5,0.68,0.6,0.44,0.77,0.54,0.71,0.61,0.4,0.49,0.87,0.76,0.66,0.69,0.44,0.64,0.4,0.69,0.81,0.62,0.58,0.65,0.79,0.73,0.63,0.74,0.7,0.58
P54,0.65,0.57,0.75,0.37,0.83,0.47,0.73,0.71,0.55,0.58,0.65,0.74,0.83,0.7,0.55,0.58,0.41,0.67,0.61,0.53,0.58,0.61,0.67,0.69,0.55,0.8,0.59,0.55
P55,0.53,0.42,0.54,0.49,0.72,0.37,0.69,0.68,0.42,0.44,0.58,0.63,0.58,0.73,0.46,0.4,0.38,0.72,0.8,0.46,0.43,0.52,0.52,0.56,0.51,0.62,0.59,0.39
P56,0.83,0.58,0.55,0.67,0.67,0.37,0.68,0.68,0.49,0.38,0.77,0.68,0.57,0.69,0.57,0.52,0.5,0.83,0.61,0.56,0.65,0.64,0.49,0.74,0.74,0.82,0.61,0.55
P57,0.4,0.23,0.21,0.34,0.47,0.29,0.6,0.48,0.5,0.19,0.59,0.48,0.51,0.49,0.36,0.39,0.25,0.44,0.59,0.33,0.28,0.46,0.43,0.61,0.35,0.56,0.43,0.3
P58,0.41,0.58,0.55,0.47,0.37,0.23,0.55,0.37,0.41,0.34,0.48,0.46,0.5,0.6,0.39,0.47,0.52,0.52,0.43,0.47,0.27,0.41,0.44,0.63,0.52,0.48,0.55,0.27
P59,0.38,0.26,0.37,0.44,0.5,0.38,0.36,0.47,0.39,0.32,0.39,0.43,0.58,0.55,0.14,0.5,0.33,0.46,0.42,0.44,0.38,0.44,0.34,0.43,0.46,0.74,0.34,0.26
P60,0.49,0.38,0.41,0.34,0.5,0.37,0.72,0.53,0.36,0.4,0.52,0.5,0.56,0.6,0.31,0.52,0.31,0.61,0.43,0.46,0.24,0.39,0.55,0.5,0.52,0.49,0.52,0.46
P61,0.43,0.51,0.49,0.4,0.61,0.36,0.62,0.51,0.37,0.4,0.82,0.55,0.51,0.58,0.47,0.47,0.35,0.44,0.56,0.52,0.34,0.55,0.45,0.57,0.43,0.59,0.54,0.52
P62,0.46,0.48,0.5,0.25,0.66,0.31,0.75,0.5,0.31,0.45,0.56,0.6,0.51,0.5,0.3,0.39,0.39,0.61,0.46,0.45,0.35,0.41,0.5,0.44,0.67,0.51,0.34,0.4
P63,0.58,0.55,0.57,0.39,0.87,0.53,0.77,0.79,0.48,0.39,0.65,0.77,0.7,0.65,0.47,0.66,0.63,0.75,0.39,0.53,0.66,0.71,0.74,0.71,0.72,0.8,0.5,0.49
