Province,SC01,SC02,SC03,SC04,SC05,SC06,SC07,SC08,SC09,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28
P38,0.63,0.59,0.6,0.45,0.69,0.54,0.81,0.55,0.54,0.42,0.57,0.59,0.7,0.63,0.5,0.61,0.5,0.59,0.74,0.66,0.45,0.92,0.55,0.7,0.58,0.57,0.64,0.28
P39,0.7,0.69,0.78,0.67,0.69,0.56,0.74,0.81,0.75,0.65,0.75,0.86,0.69,0.61,0.62,0.66,0.5,0.71,0.83,0.7,0.56,0.6,0.61,0.81,0.84,0.69,0.65,0.57
P40,0.67,0.6,0.62,0.61,0.79,0.48,0.71,0.69,0.62,0.47,0.71,0.65,0.76,0.85,0.61,0.53,0.55,0.79,0.56,0.54,0.53,0.58,0.64,0.7,0.65,0.85,0.57,0.54
P41,0.55,0.39,0.48,0.73,0.63,0.44,0.72,0.71,0.42,0.45,0.62,0.66,0.66,0.7,0.54,0.53,0.64,0.76,0.49,0.53,0.54,0.51,0.39,0.6,0.62,0.71,0.55,0.44
P42,0.65,0.7,0.64,0.49,0.45,0.58,0.82,0.93,0.55,0.58,0.66,0.93,0.6,0.73,0.63,0.54,0.63,0.88,0.82,0.61,0.66,0.56,0.5,0.75,0.64,0.73,0.73,0.65
P43,0.43,0.46,0.69,0.42,0.6,0.41,0.76,0.62,0.51,0.31,0.66,0.56,0.6,0.54,0.49,0.44,0.49,0.6,0.67,0.39,0.37,0.41,0.48,0.51,0.65,0.62,0.41,0.65
P44,0.81,0.64,0.66,0.61,0.84,0.74,0.98,0.81,0.73,0.75,0.83,0.73,0.73,0.72,0.51,0.65,0.69,0.99,0.75,0.72,0.78,0.77,0.78,0.78,0.86,0.93,0.82,0.57
P45,0.68,0.62,0.51,0.53,0.65,0.66,0.87,0.72,0.48,0.4,0.67,0.66,0.69,0.6,0.48,0.7,0.5,0.71,0.62,0.64,0.56,0.59,0.65,0.67,0.81,0.76,0.63,0.59
P46,0.63,0.73,0.65,0.59,0.67,0.74,0.91,0.83,0.67,0.73,0.88,0.59,0.82,0.9,0.54,0.69,0.64,0.75,0.69,0.7,0.64,0.65,0.67,0.82,0.71,0.72,0.63,0.42
P47,0.58,0.57,0.53,0.51,0.59,0.46,0.78,0.75,0.56,0.3,0.66,0.6,0.54,0.64,0.5,0.57,0.34,0.64,0.83,0.59,0.45,0.5,0.48,0.74,0.5,0.65,0.62,0.53
P48,0.78,0.64,0.61,0.47,0.8,0.48,0.67,0.66,0.49,0.44,0.73,0.59,0.65,0.74,0.62,0.6,0.48,0.74,0.69,0.75,0.76,0.71,0.62,0.75,0.74,0.86,0.49,0.64
P49,0.44,0.31,0.58,0.28,0.62,0.33,0.67,0.55,0.32,0.26,0.46,0.57,0.65,0.64,0.51,0.47,0.38,0.48,0.5,0.71,0.38,0.42,0.5,0.67,0.61,0.51,0.64,0.42
P50,0.43,0.36,0.33,0.37,0.53,0.17,0.37,0.43,0.37,0.19,0.54,0.52,0.46,0.31,0.21,0.33,0.4,0.5,0.5,0.51,0.23,0.36,0.32,0.48,0.32,0.44,0.42,0.3
P51,0.58,0.53,0.61,0.41,0.84,0.5,0.81,0.59,0.48,0.57,0.77,0.59,0.72,0.65,0.38,0.6,0.67,0.61,0.9,0.52,0.81,0.61,0.42,0.76,0.59,0.8,0.45,0.89
P52,0.4,0.53,0.57,0.5,0.61,0.43,0.72,0.69,0.36,0.28,0.51,0.74,0.59,0.73,0.43,0.44,0.36,0.58,0.61,0.53,0.64,0.46,0.49,0.62,0.76,0.73,0.56,0.7
P53,0.6,0.56,0.54,0.56,0.65,0.56,0.7,0.73,0.4,0.54,0.68,0.65,0.64,0.66,0.65,0.59,0.58,0.71,0.57,0.52,0.43,0.49,0.56,0.52,0.53,0.64,0.8,0.52
P54,0.44,0.45,0.54,0.43,0.69,0.3,0.73,0.66,0.54,0.33,0.63,0.47,0.63,0.56,0.53,0.68,0.42,0.47,0.5,0.73,0.5,0.52,0.35,0.65,0.63,0.71,0.53,0.44
P55,0.58,0.52,0.58,0.44,0.58,0.46,0.66,0.37,0.39,0.43,0.62,0.68,0.59,0.64,0.36,0.46,0.3,0.62,0.52,0.51,0.28,0.43,0.3,0.63,0.46,0.66,0.65,0.54
P56,0.54,0.58,0.69,0.62,0.73,0.44,0.81,0.7,0.43,0.48,0.71,0.77,0.79,0.7,0.42,0.57,0.51,0.61,0.61,0.68,0.49,0.6,0.68,0.73,0.55,0.7,0.64,0.5
P57,0.25,0.3,0.37,0.28,0.39,0.13,0.48,0.52,0.29,0.28,0.44,0.43,0.46,0.46,0.25,0.24,0.26,0.59,0.48,0.33,0.31,0.32,0.4,0.33,0.43,0.48,0.52,0.19
P58,0.44,0.25,0.41,0.2,0.34,0.37,0.54,0.47,0.35,0.17,0.55,0.44,0.42,0.39,0.33,0.41,0.2,0.62,0.72,0.5,0.26,0.33,0.47,0.36,0.42,0.38,0.34,0.29
P59,0.22,0.45,0.32,0.23,0.43,0.23,0.5,0.5,0.34,0.29,0.56,0.43,0.46,0.46,0.24,0.27,0.39,0.51,0.44,0.4,0.25,0.45,0.47,0.44,0.47,0.51,0.39,0.29
P60,0.28,0.39,0.34,0.48,0.52,0.23,0.51,0.55,0.45,0.34,0.34,0.58,0.46,0.56,0.39,0.37,0.4,0.57,0.39,0.4,0.48,0.5,0.35,0.47,0.4,0.58,0.54,0.36
P61,0.42,0.48,0.37,0.42,0.45,0.22,0.49,0.57,0.43,0.41,0.65,0.48,0.58,0.31,0.49,0.39,0.41,0.57,0.5,0.45,0.32,0.32,0.35,0.71,0.58,0.57,0.57,0.36
P62,0.4,0.41,0.47,0.25,0.43,0.42,0.5,0.56,0.23,0.26,0.59,0.51,0.48,0.49,0.27,0.32,0.2,0.56,0.37,0.49,0.46,0.29,0.29,0.4,0.47,0.41,0.44,0.34
P63,0.56,0.46,0.45,0.56,0.69,0.43,0.63,0.59,0.37,0.56,0.56,0.54,0.55,0.74,0.6,0.52,0.32,0.83,0.64,0.55,0.26,0.49,0.4,0.61,0.49,0.65,0.53,0.39
