Province,SC01,SC02,SC03,SC04,SC05,SC06,SC07,SC08,SC09,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28
P11,0.73,0.57,0.63,0.73,0.78,0.66,0.91,1.0,0.57,0.65,0.77,0.86,0.72,0.91,0.56,0.66,0.72,0.81,0.79,0.86,0.59,0.56,0.77,0.71,0.65,1.0,0.92,0.6
P12,0.96,1.0,0.93,0.62,1.0,0.6,0.86,0.76,0.79,1.0,0.95,0.87,1.0,0.96,0.95,0.92,0.89,0.92,0.82,0.68,0.87,0.8,0.96,0.81,0.77,1.0,0.91,0.86
P13,0.69,0.83,0.86,0.84,1.0,0.75,0.95,0.78,0.83,0.84,1.0,0.84,0.92,0.82,0.75,0.81,0.7,0.9,1.0,0.84,0.71,0.77,0.78,0.88,0.95,0.91,0.96,0.61
P14,0.76,0.63,0.9,0.67,0.84,0.76,0.86,0.92,0.82,0.75,0.92,0.74,0.8,0.8,0.88,0.65,0.62,0.95,0.8,0.77,0.69,0.77,0.8,0.98,0.66,0.76,0.57,0.65
P15,0.64,0.67,0.85,0.6,0.82,0.64,0.9,0.74,0.85,0.67,0.87,0.79,0.8,0.82,0.59,0.62,0.71,0.95,0.77,0.64,0.54,0.73,0.7,0.82,0.92,0.88,0.82,0.72
P16,0.76,0.7,0.83,0.65,0.81,0.58,0.91,0.71,0.89,0.64,0.9,0.88,0.82,0.73,0.53,0.73,0.78,0.95,0.7,0.58,0.72,0.87,0.72,0.79,0.94,0.78,0.76,0.52
P17,0.53,0.56,0.62,0.43,0.71,0.56,0.71,0.74,0.47,0.42,0.77,0.67,0.63,0.62,0.4,0.67,0.49,0.76,0.48,0.43,0.37,0.44,0.59,0.72,0.66,0.64,0.47,0.57
P18,0.47,0.72,0.5,0.42,0.83,0.45,0.93,0.71,0.52,0.56,0.74,0.69,0.73,0.77,0.57,0.68,0.56,0.79,0.75,0.58,0.57,0.7,0.71,0.6,0.89,0.8,0.82,0.53
P19,0.64,0.45,0.75,0.4,0.74,0.53,0.74,0.6,0.5,0.43,0.76,0.79,0.73,0.69,0.37,0.44,0.58,0.8,0.73,0.6,0.49,0.7,0.76,0.61,0.47,0.7,0.72,0.54
P20,0.57,0.56,0.55,0.43,0.68,0.47,0.76,0.65,0.4,0.47,0.93,0.61,0.71,0.65,0.53,0.49,0.44,0.73,0.53,0.42,0.42,0.7,0.52,0.68,0.69,0.83,0.5,0.47
P21,0.64,0.67,0.52,0.6,0.79,0.43,0.84,0.82,0.66,0.58,0.72,0.69,0.73,0.74,0.57,0.8,0.68,0.73,0.5,0.59,0.47,0.62,0.54,0.62,0.91,0.72,0.77,0.6
P22,0.4,0.51,0.5,0.51,0.6,0.54,0.62,0.59,0.48,0.65,0.59,0.52,0.55,0.63,0.43,0.56,0.63,0.63,0.55,0.46,0.41,0.42,0.63,0.7,0.65,0.71,0.59,0.37
P23,0.35,0.51,0.63,0.49,0.8,0.53,0.66,0.62,0.58,0.48,0.77,0.57,0.6,0.66,0.32,0.53,0.48,0.69,0.6,0.63,0.47,0.59,0.62,0.75,0.63,0.87,0.66,0.45
P24,0.57,0.56,0.58,0.58,0.82,0.44,0.79,0.67,0.56,0.47,0.67,0.56,0.78,0.55,0.54,0.63,0.45,0.77,0.56,0.53,0.51,0.44,0.61,0.59,0.67,0.69,0.65,0.69
P25,0.54,0.55,0.64,0.39,0.71,0.57,0.86,0.7,0.54,0.47,0.68,0.71,0.72,0.79,0.38,0.5,0.73,0.73,0.64,0.67,0.53,0.67,0.67,0.67,0.59,0.63,0.63,0.56
P26,0.68,0.58,0.72,0.54,0.72,0.54,1.0,0.74,0.6,0.66,0.73,0.91,0.83,0.82,0.63,0.68,0.65,0.78,0.59,0.69,0.57,0.64,0.63,0.65,0.88,0.73,0.61,0.69
P27,0.59,0.48,0.55,0.53,0.6,0.45,0.75,0.7,0.5,0.39,0.71,0.64,0.74,0.77,0.5,0.42,0.44,0.77,0.56,0.46,0.44,0.56,0.62,0.61,0.69,0.83,0.61,0.41
P28,0.72,0.54,0.64,0.54,0.7,0.67,0.64,0.77,0.62,0.54,0.77,0.71,0.77,0.83,0.49,0.55,0.49,0.76,0.52,0.59,0.67,0.74,0.73,0.43,0.58,0.7,0.56,0.63
P29,0.59,0.8,0.73,0.53,0.76,0.45,0.96,0.72,0.46,0.53,0.81,0.75,0.76,0.7,0.54,0.71,0.62,0.66,0.77,0.59,0.6,0.62,0.66,0.63,0.7,0.67,0.61,0.54
P30,0.57,0.52,0.64,0.48,0.65,0.46,0.65,0.56,0.52,0.52,0.53,0.52,0.63,0.61,0.41,0.44,0.55,0.52,0.58,0.59,0.33,0.41,0.39,0.63,0.58,0.73,0.63,0.54
P31,0.51,0.61,0.59,0.65,0.72,0.43,0.73,0.69,0.52,0.61,0.93,0.67,0.7,0.7,0.53,0.69,0.49,0.7,0.61,0.66,0.51,0.61,0.6,0.72,0.88,0.67,0.61,0.71
P32,0.73,0.46,0.58,0.52,0.63,0.43,0.74,0.76,0.63,0.59,0.69,0.59,0.73,0.75,0.49,0.52,0.47,0.72,0.5,0.54,0.46,0.67,0.63,0.59,0.63,0.66,0.5,0.43
P33,0.47,0.64,0.69,0.53,0.79,0.37,0.74,0.79,0.47,0.52,0.63,0.52,0.56,0.78,0.51,0.53,0.39,0.72,0.68,0.5,0.38,0.53,0.63,0.55,0.58,0.55,0.51,0.52
P34,0.74,0.74,0.87,0.68,0.78,0.8,0.87,0.69,0.71,0.64,0.8,0.92,0.85,0.82,0.73,0.79,0.64,0.81,0.89,0.67,0.6,0.77,0.69,0.77,0.89,0.74,0.77,0.66
P35,0.84,0.75,0.86,0.75,0.86,0.59,0.99,0.71,0.8,0.68,1.0,0.85,0.85,0.79,0.67,0.62,0.66,0.77,0.87,0.67,0.52,0.63,0.72,0.76,0.75,0.83,0.59,0.61
P36,0.65,0.77,0.75,0.75,0.83,0.63,0.84,0.73,0.63,0.56,0.68,0.78,0.78,0.7,0.6,0.75,0.63,0.79,0.87,0.69,0.6,0.86,0.6,0.8,0.83,0.78,0.6,0.56
P37,0.61,0.56,0.56,0.6,0.6,0.54,0.91,0.79,0.69,0.49,0.79,0.71,0.76,0.75,0.57,0.46,0.53,0.78,0.77,0.78,0.65,0.47,0.61,0.75,0.63,0.51,0.64,0.52
P38,0.55,0.57,0.42,0.39,0.67,0.53,0.61,0.6,0.38,0.45,0.69,0.6,0.65,0.59,0.36,0.52,0.45,0.65,0.49,0.37,0.46,0.59,0.41,0.67,0.59,0.76,0.55,0.4
P39,0.62,0.68,0.83,0.55,0.84,0.6,0.89,0.8,0.54,0.49,0.88,0.74,0.76,0.79,0.55,0.62,0.77,0.77,0.68,0.66,0.58,0.54,0.68,0.8,0.8,0.8,0.63,0.58
P40,0.55,0.55,0.62,0.75,0.9,0.52,0.81,0.68,0.59,0.61,0.69,0.67,0.73,0.7,0.47,0.69,0.53,0.82,0.63,0.68,0.51,0.52,0.65,0.5,0.85,0.72,0.62,0.58
P41,0.44,0.58,0.39,0.51,0.71,0.39,0.6,0.59,0.48,0.53,0.65,0.63,0.7,0.69,0.5,0.56,0.53,0.51,0.47,0.55,0.37,0.58,0.54,0.63,0.61,0.67,0.55,0.37
P42,0.4,0.66,0.62,0.46,0.78,0.57,0.66,0.69,0.7,0.63,0.77,0.58,0.54,0.73,0.5,0.65,0.49,0.77,0.66,0.66,0.67,0.6,0.55,0.72,0.81,0.73,0.58,0.6
P43,0.62,0.49,0.55,0.58,0.61,0.32,0.76,0.52,0.46,0.56,0.78,0.52,0.76,0.67,0.52,0.39,0.47,0.77,0.66,0.37,0.46,0.43,0.62,0.68,0.84,0.57,0.53,0.36
P44,0.64,0.68,0.86,0.61,0.74,0.65,0.91,0.85,0.57,0.48,0.74,0.75,0.61,0.7,0.55,0.82,0.58,0.8,0.73,0.68,0.66,0.68,0.63,0.87,0.66,0.88,0.66,0.73
P45,0.56,0.6,0.61,0.42,0.6,0.67,0.81,0.61,0.51,0.45,0.73,0.8,0.72,0.66,0.57,0.54,0.5,0.66,0.57,0.56,0.45,0.55,0.74,0.76,0.42,0.52,0.55,0.58
P46,0.7,0.59,0.58,0.59,0.73,0.56,0.89,0.69,0.72,0.42,0.85,0.74,0.76,0.66,0.68,0.55,0.69,0.79,0.68,0.55,0.61,0.63,0.65,0.7,0.67,0.74,0.7,0.56
P47,0.64,0.7,0.65,0.61,0.55,0.52,0.69,0.61,0.48,0.43,0.73,0.51,0.52,0.76,0.6,0.48,0.61,0.7,0.64,0.57,0.63,0.68,0.69,0.65,0.62,0.65,0.64,0.75
P48,0.74,0.54,0.66,0.46,0.72,0.59,0.79,0.85,0.49,0.61,0.98,0.72,0.82,0.72,0.64,0.57,0.66,0.79,0.61,0.6,0.64,0.52,0.68,0.56,0.64,0.71,0.65,0.62
P49,0.41,0.42,0.48,0.29,0.53,0.38,0.79,0.51,0.39,0.48,0.66,0.55,0.52,0.49,0.32,0.47,0.56,0.56,0.57,0.39,0.12,0.4,0.49,0.46,0.73,0.42,0.28,0.39
P50,0.45,0.41,0.37,0.35,0.37,0.34,0.39,0.48,0.38,0.15,0.54,0.43,0.37,0.42,0.42,0.29,0.35,0.49,0.39,0.47,0.38,0.2,0.31,0.43,0.37,0.55,0.42,0.39
P51,0.63,0.48,0.67,0.46,0.7,0.48,0.81,0.49,0.5,0.45,0.57,0.49,0.71,0.64,0.44,0.36,0.7,0.57,0.6,0.69,0.41,0.54,0.58,0.71,0.75,0.68,0.49,0.45
P52,0.41,0.53,0.55,0.6,0.67,0.5,0.63,0.4,0.48,0.2,0.58,0.71,0.55,0.63,0.44,0.5,0.44,0.64,0.9,0.42,0.37,0.55,0.53,0.68,0.64,0.64,0.53,0.43
P53,0.63,0.52,0.59,0.51,0.79,0.44,0.71,0.55,0.42,0.43,0.67,0.56,0.43,0.76,0.49,0.58,0.51,0.66,0.66,0.49,0.48,0.61,0.57,0.67,0.57,0.73,0.52,0.46
P54,0.44,0.47,0.68,0.56,0.62,0.33,0.67,0.72,0.61,0.51,0.61,0.6,0.72,0.65,0.58,0.55,0.43,0.79,0.5,0.81,0.52,0.45,0.52,0.56,0.61,0.71,0.64,0.59
P55,0.36,0.37,0.57,0.42,0.47,0.4,0.57,0.57,0.39,0.32,0.68,0.63,0.44,0.62,0.58,0.48,0.48,0.82,0.58,0.4,0.33,0.46,0.39,0.63,0.61,0.63,0.41,0.64
P56,0.64,0.37,0.62,0.39,0.56,0.54,0.6,0.78,0.4,0.51,0.77,0.7,0.64,0.6,0.52,0.48,0.63,0.59,0.56,0.49,0.31,0.47,0.62,0.46,0.7,0.68,0.63,0.43
P57,0.24,0.25,0.32,0.21,0.54,0.31,0.33,0.73,0.4,0.37,0.44,0.45,0.45,0.38,0.2,0.41,0.23,0.5,0.36,0.41,0.31,0.41,0.28,0.35,0.47,0.55,0.21,0.25
P58,0.31,0.3,0.38,0.24,0.48,0.16,0.62,0.46,0.31,0.46,0.48,0.45,0.6,0.61,0.22,0.32,0.25,0.65,0.5,0.4,0.21,0.35,0.35,0.3,0.27,0.43,0.49,0.46
P59,0.42,0.26,0.36,0.31,0.42,0.26,0.58,0.52,0.6,0.09,0.48,0.33,0.42,0.46,0.11,0.31,0.19,0.66,0.25,0.49,0.35,0.26,0.13,0.5,0.41,0.44,0.35,0.4
P60,0.36,0.47,0.34,0.34,0.76,0.27,0.45,0.6,0.35,0.32,0.39,0.41,0.42,0.43,0.24,0.33,0.31,0.57,0.49,0.38,0.26,0.09,0.45,0.54,0.46,0.49,0.27,0.39
P61,0.48,0.35,0.42,0.29,0.53,0.26,0.59,0.49,0.46,0.33,0.59,0.44,0.58,0.6,0.3,0.41,0.39,0.4,0.4,0.42,0.35,0.36,0.33,0.44,0.45,0.62,0.42,0.37
P62,0.41,0.32,0.43,0.21,0.48,0.14,0.4,0.54,0.28,0.39,0.49,0.53,0.46,0.31,0.37,0.28,0.35,0.55,0.42,0.38,0.31,0.26,0.41,0.6,0.54,0.47,0.41,0.4
P63,0.85,0.32,0.61,0.48,0.73,0.49,0.61,0.51,0.59,0.53,0.54,0.67,0.46,0.59,0.46,0.48,0.47,0.41,0.55,0.37,0.3,0.54,0.41,0.62,0.65,0.62,0.49,0.47
