Province,SC01,SC02,SC03,SC04,SC05,SC06,SC07,SC08,SC09,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,SC18,SC19,SC20,SC21,SC22,SC23,SC24,SC25,SC26,SC27,SC28
P16,0.64,0.66,0.91,0.58,0.86,0.65,0.75,0.77,0.59,0.61,0.88,0.91,0.74,0.84,0.66,0.63,0.52,0.73,0.61,0.7,0.39,0.79,0.62,0.72,0.78,0.69,0.75,0.58
P17,0.59,0.41,0.48,0.48,0.6,0.39,0.84,0.54,0.45,0.42,0.65,0.66,0.61,0.5,0.42,0.55,0.61,0.66,0.69,0.27,0.43,0.73,0.44,0.54,0.56,0.72,0.65,0.45
P18,0.28,0.61,0.62,0.52,0.68,0.56,0.69,0.71,0.52,0.45,0.54,0.66,0.54,0.72,0.56,0.43,0.55,0.76,0.73,0.53,0.49,0.53,0.61,0.63,0.67,0.66,0.5,0.46
P19,0.51,0.43,0.61,0.5,0.66,0.62,0.74,0.57,0.45,0.46,0.58,0.66,0.75,0.7,0.54,0.5,0.53,0.7,0.66,0.56,0.45,0.7,0.68,0.66,0.72,0.62,0.53,0.54
P20,0.38,0.48,0.5,0.58,0.68,0.4,0.75,0.67,0.45,0.65,0.76,0.53,0.6,0.58,0.49,0.53,0.47,0.81,0.64,0.57,0.45,0.57,0.48,0.68,0.65,0.62,0.51,0.51
P21,0.55,0.54,0.6,0.64,0.69,0.74,0.81,0.68,0.56,0.54,0.8,0.73,0.77,0.71,0.66,0.46,0.46,0.72,0.58,0.58,0.5,0.54,0.5,0.6,0.63,0.6,0.58,0.69
P22,0.51,0.47,0.58,0.47,0.59,0.5,0.75,0.63,0.57,0.46,0.54,0.5,0.68,0.58,0.52,0.36,0.55,0.66,0.56,0.41,0.35,0.45,0.57,0.72,0.67,0.64,0.57,0.47
P23,0.53,0.46,0.54,0.51,0.6,0.5,0.65,0.76,0.42,0.42,0.67,0.67,0.42,0.52,0.51,0.41,0.35,0.66,0.6,0.69,0.49,0.48,0.34,0.56,0.74,0.73,0.6,0.38
P24,0.53,0.57,0.58,0.59,0.69,0.44,0.72,0.57,0.46,0.48,0.54,0.55,0.58,0.68,0.45,0.43,0.51,0.66,0.63,0.64,0.5,0.49,0.56,0.59,0.69,0.68,0.52,0.5
P25,0.53,0.5,0.65,0.5,0.62,0.48,0.81,0.65,0.73,0.4,0.63,0.64,0.55,0.69,0.46,0.67,0.53,0.75,0.65,0.88,0.47,0.64,0.55,0.58,0.59,0.88,0.71,0.5
P26,0.63,0.51,0.71,0.52,0.84,0.62,0.78,0.74,0.65,0.59,0.97,0.64,0.73,0.69,0.65,0.49,0.54,0.74,0.8,0.57,0.55,0.67,0.53,0.76,0.76,0.68,0.63,0.57
P27,0.54,0.54,0.51,0.45,0.51,0.63,0.66,0.6,0.55,0.53,0.64,0.55,0.78,0.78,0.54,0.61,0.37,0.48,0.71,0.35,0.39,0.47,0.46,0.56,0.65,0.8,0.54,0.35
P28,0.53,0.59,0.56,0.54,0.54,0.48,0.58,0.58,0.57,0.54,0.84,0.82,0.63,0.67,0.86,0.44,0.51,0.76,0.79,0.5,0.46,0.67,0.45,0.57,0.62,0.55,0.55,0.53
P29,0.48,0.61,0.68,0.44,0.66,0.57,0.77,0.72,0.55,0.44,0.59,0.72,0.52,0.54,0.48,0.58,0.51,0.76,0.72,0.62,0.65,0.66,0.73,0.64,0.72,0.66,0.5,0.52
P30,0.49,0.55,0.51,0.31,0.71,0.39,0.74,0.39,0.36,0.31,0.57,0.59,0.45,0.66,0.43,0.42,0.35,0.62,0.43,0.49,0.35,0.19,0.47,0.63,0.59,0.72,0.42,0.38
P31,0.5,0.6,0.69,0.49,0.76,0.65,0.73,0.74,0.53,0.68,0.71,0.76,0.73,0.75,0.39,0.64,0.5,0.7,0.69,0.56,0.44,0.6,0.54,0.5,0.74,0.71,0.5,0.51
P32,0.42,0.5,0.49,0.73,0.66,0.56,0.64,0.63,0.58,0.51,0.65,0.63,0.52,0.67,0.38,0.58,0.45,0.66,0.46,0.46,0.51,0.31,0.36,0.49,0.73,0.64,0.46,0.34
P33,0.54,0.32,0.49,0.52,0.54,0.26,0.56,0.62,0.41,0.45,0.64,0.31,0.55,0.5,0.6,0.49,0.52,0.62,0.5,0.38,0.49,0.45,0.45,0.54,0.47,0.54,0.52,0.45
P34,0.67,0.65,0.76,0.57,0.68,0.74,0.87,0.74,0.52,0.68,0.75,0.77,0.75,0.77,0.66,0.65,0.39,0.67,0.8,0.62,0.41,0.66,0.61,0.64,0.66,0.77,0.66,0.58
P35,0.76,0.6,0.66,0.45,0.71,0.58,0.86,0.81,0.62,0.57,0.81,0.68,0.78,0.76,0.63,0.63,0.57,0.54,0.68,0.63,0.45,0.68,0.59,0.68,0.63,0.67,0.74,0.57
P36,0.7,0.49,0.49,0.55,0.83,0.64,0.6,0.89,0.52,0.59,0.66,0.71,0.72,0.71,0.47,0.55,0.5,0.84,0.58,0.72,0.47,0.73,0.59,0.68,0.73,0.73,0.51,0.67
P37,0.52,0.47,0.61,0.51,0.56,0.54,0.66,0.61,0.5,0.53,0.61,0.57,0.69,0.73,0.5,0.56,0.51,0.7,0.52,0.55,0.51,0.39,0.42,0.7,0.66,0.71,0.44,0.42
P38,0.55,0.6,0.47,0.3,0.75,0.18,0.5,0.54,0.55,0.37,0.44,0.67,0.5,0.59,0.32,0.42,0.51,0.66,0.61,0.49,0.41,0.48,0.56,0.65,0.65,0.6,0.49,0.47
P39,0.51,0.39,0.65,0.64,0.8,0.48,0.55,0.62,0.49,0.55,0.7,0.73,0.67,0.67,0.54,0.69,0.34,0.74,0.89,0.61,0.55,0.59,0.66,0.73,0.74,0.72,0.66,0.53
P40,0.53,0.52,0.51,0.4,0.84,0.49,0.82,0.6,0.39,0.55,0.71,0.61,0.69,0.62,0.57,0.47,0.43,0.65,0.72,0.67,0.58,0.46,0.64,0.65,0.58,0.74,0.59,0.51
P41,0.48,0.57,0.47,0.34,0.69,0.38,0.61,0.58,0.28,0.32,0.52,0.66,0.6,0.51,0.32,0.55,0.44,0.63,0.7,0.45,0.47,0.55,0.35,0.63,0.45,0.68,0.48,0.36
P42,0.53,0.7,0.68,0.59,0.52,0.43,0.72,0.78,0.43,0.44,0.64,0.64,0.8,0.68,0.36,0.42,0.38,0.68,0.57,0.51,0.46,0.53,0.7,0.62,0.61,0.56,0.68,0.5
P43,0.57,0.6,0.59,0.44,0.53,0.49,0.48,0.68,0.31,0.46,0.69,0.55,0.49,0.69,0.36,0.56,0.61,0.57,0.52,0.59,0.49,0.45,0.45,0.63,0.6,0.67,0.38,0.5
P44,0.66,0.69,0.73,0.57,0.79,0.54,0.85,0.9,0.63,0.62,0.81,0.67,0.79,0.72,0.49,0.8,0.58,0.8,0.66,0.7,0.58,0.57,0.53,0.82,0.69,1.0,0.69,0.67
P45,0.36,0.45,0.53,0.46,0.58,0.47,0.69,0.62,0.52,0.43,0.65,0.54,0.56,0.64,0.52,0.49,0.43,0.58,0.45,0.46,0.4,0.51,0.42,0.6,0.63,0.61,0.42,0.58
P46,0.63,0.42,0.54,0.66,0.76,0.61,0.63,0.72,0.61,0.44,0.72,0.85,0.63,0.68,0.56,0.68,0.61,0.53,0.52,0.72,0.42,0.63,0.58,0.66,0.71,0.72,0.44,0.61
P47,0.61,0.51,0.68,0.41,0.84,0.52,0.72,0.59,0.44,0.43,0.61,0.69,0.71,0.62,0.67,0.46,0.44,0.72,0.56,0.49,0.57,0.52,0.41,0.64,0.78,0.63,0.53,0.49
P48,0.56,0.57,0.69,0.39,0.82,0.44,0.65,0.76,0.62,0.49,0.66,0.51,0.66,0.74,0.59,0.57,0.6,0.61,0.5,0.53,0.44,0.62,0.44,0.58,0.55,0.71,0.62,0.57
P49,0.45,0.66,0.5,0.4,0.71,0.29,0.5,0.38,0.42,0.3,0.54,0.41,0.51,0.42,0.22,0.45,0.31,0.4,0.49,0.29,0.36,0.35,0.28,0.52,0.46,0.56,0.54,0.25
P50,0.4,0.32,0.43,0.35,0.37,0.41,0.46,0.38,0.11,0.27,0.68,0.31,0.36,0.29,0.13,0.28,0.33,0.5,0.31,0.21,0.18,0.35,0.26,0.4,0.41,0.49,0.37,0.36
P51,0.47,0.39,0.63,0.38,0.78,0.46,0.8,0.57,0.4,0.49,0.52,0.6,0.56,0.63,0.5,0.63,0.34,0.61,0.66,0.71,0.44,0.55,0.46,0.67,0.76,0.76,0.44,0.52
P52,0.72,0.39,0.4,0.46,0.53,0.29,0.84,0.44,0.36,0.38,0.67,0.51,0.43,0.59,0.45,0.55,0.37,0.62,0.53,0.36,0.33,0.45,0.42,0.55,0.47,0.61,0.47,0.3
P53,0.52,0.46,0.48,0.54,0.6,0.23,0.51,0.51,0.4,0.26,0.54,0.71,0.61,0.52,0.42,0.45,0.56,0.6,0.6,0.5,0.44,0.56,0.37,0.58,0.67,0.63,0.51,0.52
P54,0.43,0.62,0.43,0.48,0.64,0.47,0.76,0.62,0.38,0.32,0.61,0.55,0.5,0.32,0.49,0.47,0.52,0.46,0.53,0.58,0.51,0.43,0.51,0.45,0.5,0.7,0.62,0.44
P55,0.38,0.36,0.54,0.35,0.54,0.48,0.63,0.38,0.36,0.34,0.55,0.66,0.49,0.68,0.38,0.4,0.63,0.51,0.52,0.45,0.32,0.39,0.42,0.56,0.51,0.48,0.31,0.37
P56,0.51,0.51,0.54,0.38,0.74,0.48,0.61,0.57,0.58,0.24,0.49,0.57,0.66,0.68,0.44,0.56,0.34,0.67,0.51,0.4,0.34,0.54,0.53,0.62,0.65,0.48,0.55,0.37
P57,0.25,0.27,0.42,0.18,0.56,0.33,0.41,0.29,0.21,0.32,0.39,0.55,0.24,0.34,0.06,0.23,0.32,0.38,0.43,0.37,0.42,0.46,0.23,0.37,0.35,0.3,0.23,0.17
P58,0.34,0.35,0.38,0.27,0.47,0.25,0.51,0.33,0.32,0.28,0.54,0.38,0.64,0.56,0.33,0.24,0.31,0.4,0.35,0.39,0.25,0.3,0.37,0.4,0.13,0.48,0.3,0.3
P59,0.27,0.27,0.34,0.07,0.28,0.08,0.35,0.38,0.27,0.21,0.21,0.35,0.31,0.39,0.05,0.16,0.34,0.42,0.35,0.26,0.22,0.13,0.38,0.35,0.31,0.38,0.36,0.24
P60,0.43,0.26,0.61,0.29,0.59,0.32,0.42,0.39,0.26,0.47,0.65,0.51,0.43,0.3,0.41,0.45,0.22,0.55,0.4,0.24,0.25,0.28,0.32,0.43,0.37,0.46,0.39,0.32
P61,0.35,0.27,0.37,0.38,0.61,0.3,0.47,0.35,0.37,0.19,0.32,0.51,0.47,0.51,0.46,0.42,0.32,0.38,0.35,0.38,0.31,0.34,0.28,0.51,0.46,0.43,0.39,0.29
P62,0.4,0.25,0.38,0.16,0.45,0.24,0.57,0.51,0.37,0.2,0.52,0.32,0.36,0.63,0.09,0.38,0.11,0.45,0.32,0.25,0.05,0.22,0.33,0.48,0.33,0.56,0.34,0.43
P63,0.35,0.45,0.54,0.51,0.45,0.36,0.55,0.46,0.34,0.41,0.54,0.56,0.53,0.56,0.35,0.61,0.43,0.56,0.67,0.33,0.46,0.53,0.46,0.54,0.45,0.48,0.56,0.56
